,Spearman_coef
FUT8,0.00304817
CDK19,0.003041946
ACP2,0.003038101
WWP2,0.002972372
TRIP4,0.002949445
ERGIC3,0.002948157
MIF4GD,0.00293932
CDH6,0.002937741
MID1,0.002935564
LINC00341,0.002930883
RORC,0.002928675
IRF1,0.002928002
DDX19A,0.002907005
MPPED2,0.002835819
GS1-124K5.11,0.002834351
ADCY5,0.00281251
SIMC1,0.00280527
CADPS,0.002795533
MAG,0.002782591
BAG3,0.002764472
MCM4,0.002727718
LOC728730,0.002725634
EID2,0.002719692
GDAP2,0.002716844
DHX30,0.00271657
CPED1,0.002643116
NLRC5,0.002621418
COMMD9,0.002619175
TAPT1,0.002604884
TRAPPC6B,0.002601975
FOPNL,0.002599103
DNAH14,0.002575024
DAP3,0.002574732
GTPBP1,0.002535397
ANKEF1,0.002531566
COG5,0.002500915
ARPP19,0.002495567
BAHD1,0.002461523
DNASE2,0.002446186
ORC4,0.002444816
GPHN,0.002443956
LOC653513,0.002442577
CEP55,0.002438033
TUBGCP2,0.002430076
HECW1,0.002409632
SCAMP1,0.002401783
IMPA1,0.002376358
RHOG,0.002340165
CHMP4C,0.002314988
FGG,0.002314988
FOXQ1,0.002314988
KRT3,0.002314988
MSLN,0.002314988
MT1M,0.002314988
NEUROD4,0.002314988
SYN2,0.002314988
VEGFC,0.002314988
CTC1,0.00227944
AGO4,0.002267597
DCN,0.00225896
VANGL2,0.00225896
THEM4,0.002240379
SLC38A6,0.002240314
BCKDK,0.002229071
FAM219A,0.002205383
NONO,0.002185963
CYB561A3,0.002119652
RAP2B,0.00208826
C1GALT1C1,0.002087583
HPS1,0.002080237
LYRM1,0.002048499
GUCD1,0.002031092
RAB5A,0.002004033
CGRRF1,0.001994555
KIF22,0.001968556
ZCCHC7,0.001967442
FAM8A1,0.001959547
FAM172A,0.001935539
BBS5,0.001901607
TRIM37,0.001897199
RIN2,0.001860446
RTCB,0.001852769
CCDC174,0.001842766
POLD3,0.001835866
ANO2,0.001812201
NFE2,0.001802659
PNMA1,0.001790766
FCGR2A,0.001780132
HPS4,0.001779579
PLCXD3,0.001740268
PTPN12,0.001736746
ELAVL4,0.001722421
INTS9,0.001717769
ZNF264,0.00171661
C6orf106,0.001709407
SGCA,0.00170406
AZIN1,0.001677294
CKS1B,0.001656438
TSR2,0.001654851
LILRB2,0.001653143
MBOAT2,0.001641559
EIF4ENIF1,0.00163669
DNAJC4,0.00161028
TOMM7,0.001607604
LOC90784,0.001599423
ECM1,0.001590999
FKTN,0.001586229
NOTCH4,0.001581393
FASN,0.001559637
PDS5A,0.001553826
SHISA4,0.001552422
B3GNT5,0.001547148
ZDHHC12,0.00153732
ALDOA,0.0015213
MAP1LC3A,0.001510638
DPY19L2,0.001486659
GPRC5C,0.001459653
VMP1,0.001442791
SEC13,0.001440983
ZNF626,0.001436461
CDKN2C,0.001430154
NPL,0.001425596
ARID1B,0.001424503
C7orf43,0.001422493
MRPL3,0.001413814
THAP4,0.001407099
PTPRN2,0.001402579
UBALD2,0.001372739
STIM2,0.001364769
ADAP2,0.001349336
SOD3,0.001344444
ZNF766,0.001329897
RAB3A,0.001325285
PTPN6,0.001296238
DNAAF3,0.001274414
FAM101B,0.001257534
OSGEP,0.001253783
SLC25A17,0.001249835
ICAM5,0.001245378
DHX16,0.001234842
ADHFE1,0.001226553
FBL,0.001210578
CCND1,0.001203449
CSF2RB,0.001200628
GALNT1,0.001191071
ENPP1,0.001187007
RNFT1,0.001162749
BAZ2B,0.001144986
C17orf85,0.001144462
CEP170,0.001137394
SLC16A1,0.001122561
LRRC59,0.001121745
CRB1,0.001103907
PPAP2B,0.001044152
FGFR3,0.001043429
RNF144B,0.001030211
BLM,0.001027465
CLMN,0.00101124
TBC1D23,0.000999057
PEX16,0.000994947
MYH10,0.000987613
CEP120,0.000943523
PRKD3,0.000942364
TP53I3,0.000928034
RALY,0.000925196
PPP2R1B,0.000924045
PTRH1,0.000919469
DOT1L,0.000900457
HS6ST2,0.000884821
ELOVL1,0.000883279
USP13,0.000868667
LRRC49,0.000861431
ORC5,0.000846059
SNRNP48,0.000831339
KCNAB2,0.000799435
SLC39A6,0.000779339
BTN3A2,0.000774026
NTRK3,0.000770751
KCTD13,0.00075516
ZNF613,0.000703031
TRIM52,0.000702544
CCNG1,0.000695975
LACC1,0.00061198
PMS2P1,0.000563147
TMCC1,0.00055786
GIPC2,0.000548116
PREB,0.000531767
SPTBN2,0.000523342
DTHD1,0.000500576
EBNA1BP2,0.000414767
NAA60,0.000410052
SMPD2,0.000401959
NBPF12,0.000399461
PPM1F,0.00039001
GLO1,0.000347394
BRPF1,0.000321442
NDUFAF3,0.000292495
LRRC32,0.000279537
PLEKHF2,0.000277092
SMIM10L2B,0.000272911
GID4,0.000261659
ZCRB1,0.000224507
SDHAP1,0.000216267
NOD1,0.000203307
POLR2K,0.0001991
NUDT14,0.000169062
WDR90,0.000143003
CRTAC1,0.00012673
PEX7,0.000101049
SASS6,6.80E-05
PSMD11,6.79E-05
SAXO2,6.11E-05
P4HA2,5.47E-05
SPN,4.02E-05
NOP14,3.60E-05
CTDSP2,3.60E-05
TMEM192,2.54E-05
OGFOD2,2.25E-05
LARP4,1.65E-05
TSC2,1.00E-05
TRAF3IP2-AS1,-2.66E-05
HMGA1,-3.07E-05
PLCH2,-3.22E-05
PSMD8,-8.09E-05
SNX17,-9.16E-05
CREG2,-0.000101685
CEP57L1,-0.000140838
LMBR1L,-0.000141799
ASS1,-0.000149102
PDCD10,-0.000181972
FGF9,-0.000203953
TTPAL,-0.000216269
TPGS2,-0.000239303
RDH11,-0.000240469
PLCG1,-0.000281855
PARP11,-0.000288965
UBLCP1,-0.000295998
FADS3,-0.000307614
PLCD3,-0.000313744
CHST11,-0.000320218
MDM4,-0.00034621
RAB34,-0.000352643
FKBP2,-0.000358083
FNBP1,-0.00037752
RPL18,-0.000384608
GLRX,-0.000389347
ZNF385A,-0.000428264
AKR1B10,-0.000448148
RIMS1,-0.00047071
TDO2,-0.000473482
ITGB7,-0.00047501
LINC00672,-0.000477182
DPP4,-0.000495754
NCBP2,-0.000513417
BCL9L,-0.000518743
C14orf1,-0.000524664
SF3A3,-0.000535866
HAUS6,-0.000535879
TGFA,-0.000586664
CCDC53,-0.000615646
ANGEL2,-0.000622134
FOXN3,-0.000656393
KPNA5,-0.000671803
G6PC3,-0.000700051
PHKA2,-0.000702134
ZNF302,-0.000702596
PDK1,-0.000727291
MGP,-0.000739088
CYFIP2,-0.000765681
NBPF11,-0.000780964
PRR5L,-0.000791059
RNF185,-0.0008013
GNA13,-0.00083953
MMP15,-0.000848413
TMEM5,-0.000852078
KLF12,-0.000877934
STX17,-0.000883309
SLC48A1,-0.000915494
ERN2,-0.000938891
OSBPL8,-0.000979549
ZNF506,-0.000985477
QARS,-0.001000235
USP19,-0.00101389
ANKDD1A,-0.001021427
UBL7,-0.001028068
LOC101927027,-0.001033559
ZYG11B,-0.001035776
RAB29,-0.001049955
RAPGEF1,-0.001061089
TP53RK,-0.001087892
USP31,-0.001105378
DISP1,-0.001115427
CCDC159,-0.001128696
ANPEP,-0.001129071
PTPRT,-0.001139815
APOBEC3G,-0.00114797
ACTA1,-0.001156928
SSU72,-0.001161519
UTP14C,-0.001192195
MARS2,-0.001202344
DPH7,-0.001207016
ABCA6,-0.001230245
ALG2,-0.001241995
KIAA1191,-0.001293881
PHLDA1,-0.001304532
KLHL25,-0.001313633
NSUN5P1,-0.001315892
ZNF562,-0.001318211
TUG1,-0.001345309
PLA2G16,-0.001398735
AIMP2,-0.00140943
PDE7A,-0.001415665
KIFC3,-0.001416607
BAIAP3,-0.001434105
TANC1,-0.001463213
SERPINB13,-0.001492907
TP73-AS1,-0.00150642
TMEM259,-0.001542607
POLDIP3,-0.001569829
GTDC1,-0.001572203
TFF3,-0.001603543
STK35,-0.001616569
MVB12B,-0.001634498
ANKRD42,-0.00164992
PPP1R7,-0.001654851
DST,-0.001664032
TAF8,-0.001665963
NCOA5,-0.001676833
GGNBP2,-0.001709178
ORMDL2,-0.001717685
FEN1,-0.001728209
STX1B,-0.001804333
BIN1,-0.001809665
YES1,-0.001809773
PPOX,-0.001841717
C2orf74,-0.001850037
OTUD3,-0.00189142
SCYL2,-0.001907196
PEX6,-0.001919946
KBTBD11,-0.001941939
ARSB,-0.001945802
FPR1,-0.001950065
RNH1,-0.001963852
NCSTN,-0.001963884
GLTP,-0.001991132
TMEM136,-0.002007183
IFT57,-0.00201822
PCSK1,-0.002018621
SLC2A8,-0.002046669
HSD17B10,-0.002057921
PLEKHO2,-0.002095618
GTF2E1,-0.002143116
ZNF335,-0.002188373
SLC12A2,-0.002198015
LSM6,-0.002207636
DYNLT3,-0.00224037
PDRG1,-0.002245759
SCML1,-0.0022705
SERINC4,-0.002323692
NDUFC1,-0.002339082
ELF3,-0.002340505
NEURL1B,-0.002359989
C6orf136,-0.002364921
FBXL14,-0.002368211
IL27RA,-0.002420062
SORCS2,-0.002444962
NUDC,-0.00252154
MOBP,-0.002532504
CFAP44,-0.002551947
ZNF483,-0.002556732
KDELR3,-0.002592661
CRLF1,-0.002608028
CTDSP1,-0.002640512
LMAN2L,-0.002652064
SPTLC3,-0.002668618
GZF1,-0.002671378
LOC146880,-0.002678792
TMEM186,-0.002683301
XIAP,-0.002690285
KIAA1671,-0.002706708
CDC40,-0.002707709
TMC5,-0.002708274
NOL9,-0.002711241
TRNP1,-0.00271693
COL4A2,-0.002721244
SPTY2D1,-0.00273371
TADA1,-0.00279986
FRA10AC1,-0.002820453
SEMA4B,-0.002841809
S100PBP,-0.002848802
C1orf226,-0.002860754
EMX2OS,-0.002860754
LRRC75A-AS1,-0.002938041
LSM1,-0.002948175
NPTXR,-0.00295646
MIDN,-0.002999507
PYGO2,-0.003007277
STARD3NL,-0.003023999
ZFP91,-0.003027027
PSMG2,-0.003072779
C19orf54,-0.00309736
PLAG1,-0.003103355
LFNG,-0.003131745
ANLN,-0.003135637
METTL8,-0.00313904
PVRL1,-0.003159579
DRAP1,-0.003241914
DACT1,-0.003306236
IGSF8,-0.003308006
ALAD,-0.003328043
HERC1,-0.003365777
PSME3,-0.003371219
RNF8,-0.003400569
RARRES1,-0.003417027
CHERP,-0.003421212
HMG20B,-0.003426104
SH3BP2,-0.003428042
ZNF462,-0.00342848
LOXL4,-0.003449649
SRSF11,-0.003460912
MCCC1,-0.003480086
ASPHD1,-0.003499964
MYO18A,-0.003500766
SH3PXD2A,-0.003505845
GABRD,-0.003520047
ARPIN,-0.003561701
PPP1R9B,-0.003602206
ARMCX1,-0.003629829
IFI30,-0.003640311
HIBCH,-0.003642765
MYRF,-0.003672289
C22orf29,-0.003681165
LPAR6,-0.003696853
PHF5A,-0.003710803
MAGEF1,-0.003742527
PGK1,-0.003768099
LYN,-0.003794849
MAF1,-0.003804181
DR1,-0.003814912
SLA,-0.003828367
CHPF2,-0.003833513
RPS6KA3,-0.003844494
TSPYL4,-0.00384742
SERPINE2,-0.003851399
PCK2,-0.003855593
COG4,-0.003861328
MON1A,-0.003868101
DNAH5,-0.003900198
CCDC57,-0.003913103
GNS,-0.003922972
RGR,-0.003945226
TNFRSF11B,-0.003945226
D2HGDH,-0.003946603
RAE1,-0.003948365
CNBP,-0.003958927
CCL18,-0.003966701
KBTBD12,-0.004012501
RNASE4,-0.004026517
GABRB3,-0.004033332
NFATC1,-0.004047675
SLC30A8,-0.004126637
ZNF282,-0.004130789
BSN,-0.004148241
SUPT20H,-0.004154625
BRMS1L,-0.004189851
MUC21,-0.004190477
PTBP1,-0.004192976
LCORL,-0.004211249
DCLK2,-0.004222372
GBA2,-0.004260541
GPC3,-0.004269133
CA4,-0.004323031
HIBADH,-0.00433751
MED11,-0.004345664
DTX4,-0.004398338
ZCCHC3,-0.004431273
SLC35A2,-0.004442549
HVCN1,-0.004454755
CYP51A1,-0.004464056
TAZ,-0.004468961
PLEKHA2,-0.0044737
FRMPD1,-0.004478196
TKT,-0.004479229
PRPH2,-0.004505025
RIOK3,-0.004542658
KRCC1,-0.004577081
RPS6KA4,-0.00457785
PAK4,-0.004579866
TFB1M,-0.004596554
ELMOD3,-0.004606598
DMTN,-0.004630802
ZNF688,-0.004646656
SPAG6,-0.004697522
DCDC2,-0.004723918
LOC101928710,-0.004729092
GNG3,-0.004755653
ZBED5-AS1,-0.004767183
NXNL1,-0.004768473
LRRC37A3,-0.004769089
PISD,-0.004776972
EPG5,-0.004790451
RASSF8,-0.004806884
GLCE,-0.004809467
ST6GALNAC6,-0.004865452
ATIC,-0.004892532
ZNF638,-0.004986974
NEBL,-0.005000852
FBXO33,-0.005014783
TIAM2,-0.005040129
HIF1A,-0.0050472
PSMB6,-0.005066109
B4GALT4,-0.005076611
NCK1,-0.005081035
NUDT21,-0.005083341
DCBLD1,-0.005093202
CCNA2,-0.005096404
YTHDF3,-0.005121696
NFS1,-0.005130206
ABLIM2,-0.005151925
PRPF4B,-0.005153578
MAL,-0.005158362
LRRK2,-0.005161415
FAM127B,-0.005180271
LRRTM2,-0.005189908
DERA,-0.005192522
TNFRSF12A,-0.00519798
EDC4,-0.005206827
POLR3B,-0.005217763
ESF1,-0.005224136
PEX2,-0.005272367
PIGC,-0.005280031
LPXN,-0.005296024
NF2,-0.005303883
BCAS3,-0.005308169
RNPS1,-0.005335495
OGT,-0.005350887
CELF4,-0.005356067
ANKRD26,-0.005356245
UPK1B,-0.005371171
GTF3C2,-0.005381291
DAPK2,-0.005389505
TCHP,-0.005392097
STXBP3,-0.005394645
TAF12,-0.005433965
CIDECP,-0.005437018
PSMD4,-0.005438968
DFNA5,-0.005440598
PAX8,-0.00547105
TTC1,-0.005480302
CDK8,-0.005524924
PSMC6,-0.005528881
TTC39C,-0.00560851
WDR92,-0.005632548
RMDN1,-0.00563333
IQSEC3,-0.005685101
G3BP1,-0.005703764
ENOPH1,-0.005723359
C6orf48,-0.005730837
GPAA1,-0.005744618
DUSP22,-0.005749633
ENDOV,-0.005756309
SNED1,-0.005767438
SLC25A51,-0.005785037
MLPH,-0.005785373
DHX32,-0.005794584
EIF3B,-0.005811173
SLC35F5,-0.005820682
POLI,-0.005854432
WDR83,-0.005879586
PHYKPL,-0.005888728
WNK3,-0.005914778
ZBED8,-0.005937677
RGP1,-0.006007984
TXNDC15,-0.006032871
PRIMA1,-0.006033232
FBXO3,-0.006069953
MCM5,-0.006077985
MT1G,-0.006082198
ZNRF1,-0.006103217
CATSPER2,-0.006104943
KIAA0907,-0.00610695
15-Sep,-0.006131908
YIF1B,-0.006134221
UNC13B,-0.006150473
IARS2,-0.006180642
GALNT15,-0.006232308
GRIN2C,-0.006237925
DUOX1,-0.006240839
MCTP1,-0.006271429
DMBT1,-0.006274073
ZRANB2,-0.006282042
POP4,-0.006285724
NAA40,-0.006289872
PDE4B,-0.006311504
EXOC4,-0.006314648
ZCCHC17,-0.006344073
POLR3C,-0.006377933
SLC51A,-0.006393679
HNRNPR,-0.00641197
ANGPTL4,-0.006419673
RAB2B,-0.006420748
HERC2P9,-0.006456613
FAM3C,-0.006481343
SLC39A1,-0.006513767
OSBPL6,-0.006515424
EML6,-0.006558637
CLYBL,-0.006601049
TMEM219,-0.006620578
FAM114A2,-0.006627983
KPNB1,-0.006703634
MEF2A,-0.006735135
MYDGF,-0.00677481
RASSF6,-0.006821118
CPQ,-0.006850951
BTBD3,-0.006855094
TDRD3,-0.006859834
GARNL3,-0.0068714
BRE,-0.006875997
L3HYPDH,-0.006914279
MPC1,-0.006926131
BTG2,-0.006927715
MTERF4,-0.006931448
ANKRD33,-0.006956477
ADAT2,-0.007005945
NUDT16L1,-0.007024656
TC2N,-0.007031143
XPO4,-0.007045933
TCIRG1,-0.007047103
SIPA1,-0.007064644
MCM8,-0.007077567
RPS14,-0.007115543
TMEM120B,-0.007116248
COPS6,-0.007120476
ITIH4,-0.007149166
ZNF680,-0.007167362
ZNF585B,-0.007168394
CDK7,-0.00720015
ACVR1,-0.00721419
GVINP1,-0.00722189
LINC00963,-0.007226036
UBAP1L,-0.007227694
RALB,-0.007240262
MSH3,-0.007285241
NUBP2,-0.007289775
EPS8L2,-0.007335797
MOCS3,-0.007338891
PRRT1,-0.007371027
WDR35,-0.007375485
DSCAM,-0.007387424
RPS4X,-0.007413891
PHF12,-0.007443064
PARVG,-0.007456919
SEMA6A,-0.007463371
GBP5,-0.007467102
CPT1C,-0.007482687
ANXA7,-0.007540348
FAM127C,-0.007543958
ZNF44,-0.007550561
COX6A1,-0.007590378
SPP1,-0.0075922
SPHKAP,-0.007604544
ACAD10,-0.007612125
HES1,-0.007643541
RIMBP2,-0.00766113
ACBD3,-0.00766585
MSL1,-0.007676851
CAAP1,-0.007678368
WDR61,-0.007683215
DERL3,-0.007687512
ADGRA3,-0.007694213
NFKBIB,-0.00769653
KIF5A,-0.007750435
HAUS3,-0.007767241
BCR,-0.007800939
LINC00265,-0.007818174
ZBTB2,-0.007819674
MIPOL1,-0.00782023
RUNX3,-0.007827494
R3HCC1,-0.007834307
MCAT,-0.007846242
CES2,-0.007905171
DPP3,-0.007907156
TCF3,-0.007946997
FBXO4,-0.008061164
ZNF182,-0.008073336
RCC2,-0.008085227
ZAK,-0.008112458
GET4,-0.008119392
ZNF234,-0.00812353
RBPJ,-0.008166002
GSPT2,-0.008178821
SLC25A26,-0.008187493
ZNF776,-0.00819414
SPIN4,-0.008199303
ACTL6A,-0.0082392
NCAPD2,-0.008273041
MAEA,-0.00830861
PDE11A,-0.008336871
PDE10A,-0.008380955
SLC36A1,-0.008386971
SLC10A7,-0.008399091
ABCC6,-0.008400684
C5orf28,-0.008418585
ALAS2,-0.008433898
ZNF611,-0.008439251
FNDC5,-0.008480417
ATP6V1F,-0.008491692
PRKCH,-0.008498651
C2orf71,-0.008514813
SCG3,-0.008519633
APOA1BP,-0.008525054
CFAP46,-0.008538756
SYVN1,-0.008553481
DAPP1,-0.008572381
IL18,-0.008576121
ZC2HC1A,-0.008583981
DUSP10,-0.008607348
MAPKBP1,-0.008644916
UBE2L6,-0.008646728
RIC3,-0.008678664
ZSCAN26,-0.008679408
OXR1,-0.008718419
PFKL,-0.008725206
CA11,-0.008753065
CD151,-0.008760534
RPLP0,-0.008773363
GLIPR1,-0.008856058
GGT7,-0.008858457
NIPSNAP1,-0.008859535
RAB11FIP1,-0.008872063
C5orf42,-0.00889907
HACD4,-0.008922574
POLR1C,-0.008935315
GLRX5,-0.008935584
KMT2B,-0.008964818
CADM4,-0.008974724
GREB1,-0.008975308
CASC1,-0.008980116
SLCO2A1,-0.008996523
EPHB1,-0.009058665
RLF,-0.009062865
SH3BP5L,-0.009081168
PRMT6,-0.009093179
B3GALT6,-0.009100995
THAP9,-0.009166181
MSANTD3,-0.009182394
TMEM243,-0.009204272
BRPF3,-0.009205577
PTGER4,-0.009216462
COBLL1,-0.009230261
MFSD8,-0.009260885
GNAI2,-0.009272659
TGFB2,-0.009302573
CLSTN2,-0.009303256
SERPINA5,-0.009303256
TMEM132D,-0.009303256
DCHS1,-0.009326798
DENND5A,-0.00932752
LATS2,-0.009356773
MAVS,-0.009381346
KIAA0586,-0.009404178
KCNQ5,-0.009436626
POFUT1,-0.009448332
AMER1,-0.00944928
MCTS1,-0.00952015
ST13,-0.009542105
TAP1,-0.009545047
TMEM63C,-0.009554072
DAZAP1,-0.009571643
UBE2E3,-0.009593208
GNB3,-0.009671521
MPP1,-0.009693547
GPNMB,-0.009712035
PTPRG,-0.009721709
MEX3D,-0.009758625
GINS2,-0.009760998
COX7A2L,-0.009761506
HOOK3,-0.009791082
ZNF30,-0.009827475
NFYC,-0.009834293
EFTUD1,-0.0098381
DNALI1,-0.009839203
SLC14A1,-0.009846767
FAM57B,-0.009850506
FLRT2,-0.009850506
XDH,-0.00986404
ANKS6,-0.009870492
KIAA1919,-0.00990845
SPAG8,-0.009935007
LRFN1,-0.009979179
LENG8,-0.009979919
ZNF8,-0.010002424
EVI5,-0.010016144
ANKMY2,-0.010019564
EDRF1,-0.010021928
TMEFF2,-0.010024357
ABCG1,-0.010033679
TSEN54,-0.010041442
SEPSECS,-0.010041479
SPG7,-0.010056491
EMC1,-0.010071847
ETAA1,-0.010076428
ABR,-0.010091056
TRIM4,-0.010114625
ANO1,-0.010117595
SOX2,-0.010117595
ZDHHC22,-0.010117595
ZBTB11,-0.010154884
ACTC1,-0.010176571
WDR37,-0.010196517
TM9SF4,-0.010207206
CCDC97,-0.010215639
POM121C,-0.010216519
PUS1,-0.010217562
FARS2,-0.010234047
MAP2K2,-0.010261432
CCL21,-0.010307405
LRRN2,-0.010307405
METTL10,-0.010321895
NCAPH2,-0.010325958
POLR2L,-0.010333017
DHX38,-0.010349475
ZGRF1,-0.010360168
AFAP1L1,-0.010364406
ENOX2,-0.010367281
SEC31A,-0.010376261
BORA,-0.010383865
WWC3,-0.010403089
TMEM60,-0.010403324
RCVRN,-0.01044534
ZNF286A,-0.010468629
RPL23AP53,-0.010485004
NT5DC1,-0.010491245
FARSA,-0.010505293
SLC1A2,-0.010508326
CALN1,-0.010509463
UCK2,-0.010540782
KCTD3,-0.010543095
CCND2,-0.010553657
MDK,-0.010601569
CERKL,-0.010609837
CCDC59,-0.010627962
B4GALT5,-0.010629593
PAPD7,-0.010632497
ZFP62,-0.010642353
UTP23,-0.010654284
SH3TC2,-0.010697347
HRH1,-0.010700405
SLF2,-0.010725462
RN7SK,-0.010750143
NFXL1,-0.01077647
TBC1D12,-0.010779362
IMMP2L,-0.010814429
CRB2,-0.010825095
CSNK2A2,-0.010842149
MAP4K2,-0.01084863
TDP2,-0.010874564
PCDH1,-0.010875558
CTSS,-0.010944377
ZNF550,-0.010951997
TBXAS1,-0.010961306
POLR2H,-0.010991064
PTGES,-0.011003242
SOCS4,-0.011011634
SULF2,-0.011029986
DCST2,-0.011043461
TTBK1,-0.011068101
CCNF,-0.011069547
MRPS6,-0.011075311
PIAS1,-0.011076894
DNAJC10,-0.011085006
DNAJC1,-0.011091524
ANKS1B,-0.011136312
TMEM256,-0.011141586
MFAP4,-0.011149001
RBM26,-0.011163407
ZNF559,-0.011169061
ANKZF1,-0.011173629
KBTBD4,-0.011174044
LY75,-0.011181293
BOLA1,-0.011186262
TGFBR3,-0.011198711
LMAN2,-0.011200576
NAPSA,-0.011241536
PTPN18,-0.011264968
IRAK3,-0.011286383
TRAM2-AS1,-0.011298558
SHB,-0.011374586
C15orf57,-0.01138568
HSPA13,-0.011467635
BHLHB9,-0.011482167
AMOTL2,-0.011500679
PACS1,-0.011514825
BAG5,-0.011525623
IL6ST,-0.01152766
LINC01128,-0.011539659
C9orf3,-0.011544807
6-Sep,-0.011592614
FYN,-0.011620374
NPIPB3,-0.011620641
RCL1,-0.011628212
MMP11,-0.011645855
ADGRG1,-0.011654063
SND1,-0.011655287
RIMKLA,-0.011660981
TRPM3,-0.011684566
TRIM32,-0.011688077
ISG20,-0.011707909
HSBP1,-0.011714321
ADCY10P1,-0.011750612
C1QA,-0.011754579
GPR173,-0.011782039
PLSCR1,-0.011816417
LRRC57,-0.011877424
CCDC64,-0.011927068
PPP1R35,-0.011958601
SLC26A11,-0.01197153
OS9,-0.011998841
MRPS33,-0.011998916
PUS10,-0.012030744
DDX19B,-0.012048516
KNOP1,-0.012125448
ADGRG6,-0.012182844
TPBG,-0.01219456
CMPK2,-0.012202449
ATP13A1,-0.012207496
CFLAR,-0.012209564
WIPF2,-0.012222447
ZNF615,-0.012224652
HMGN4,-0.012227418
GTF3C1,-0.012234991
TNFRSF1A,-0.012235912
LINC00925,-0.012254139
SCP2,-0.012257168
KRT5,-0.012276609
ZNF558,-0.012299595
APLP1,-0.012319708
CHI3L2,-0.012330083
PYROXD2,-0.012356925
KDM4B,-0.012390684
C15orf41,-0.012414927
NEGR1,-0.012462179
RAB1B,-0.012484669
DPY30,-0.012491572
LZTS3,-0.012491609
CNOT1,-0.012503577
SHMT2,-0.012509337
MTUS2,-0.012511391
PARP6,-0.012531515
LOC374443,-0.012539861
CCDC93,-0.012542889
GSTA2,-0.012586757
PPP4R2,-0.012590848
NFKBIL1,-0.012635471
NDUFB1,-0.012649671
SNX24,-0.012664014
PPP2R5D,-0.012664553
HAUS5,-0.012673492
HMOX2,-0.012673674
NIPBL-AS1,-0.012674824
GNG7,-0.012724936
NEK9,-0.012732984
ABL2,-0.012739165
FAM63B,-0.012772315
COL4A3BP,-0.012779928
LIF,-0.012843142
NUFIP2,-0.012845883
C17orf51,-0.012849906
HMGN2,-0.012857298
AGPAT2,-0.012862427
ZCWPW1,-0.012901306
VILL,-0.012904129
GYG2,-0.012905136
SLC46A3,-0.012926217
NDUFS2,-0.012959234
MLLT3,-0.012959939
DDRGK1,-0.012991111
IRX6,-0.012996293
KCNH1,-0.013008884
TTC39A,-0.013040057
FBXO28,-0.013045492
PRDM4,-0.0130761
RABGGTB,-0.013078208
LRRC15,-0.013082563
TBC1D25,-0.013103548
GEMIN8,-0.013112822
RPL19,-0.013142864
AKTIP,-0.013150267
SFMBT1,-0.013151539
PHLPP1,-0.013169593
RAD17,-0.013171517
SLC2A11,-0.013185903
SCYL3,-0.013194848
PRR15L,-0.013195976
ZNF101,-0.01319613
HHEX,-0.013209849
TBX15,-0.013211345
FGFR2,-0.013218963
TRIM54,-0.013267628
NME3,-0.013280523
ACE,-0.013321474
SEMA3A,-0.013324238
UIMC1,-0.013347855
DUS4L,-0.013360105
HAPLN3,-0.013372701
SC5D,-0.013375134
ACOT11,-0.013380994
OBFC1,-0.013381272
PIK3C2A,-0.013397782
LRPPRC,-0.01340195
ZMAT3,-0.013410769
ATF2,-0.013452034
PLK4,-0.013456836
UBE3C,-0.013473932
SMC4,-0.013494172
MUC5AC,-0.013497141
ANKHD1,-0.013517123
ACADS,-0.013528748
PCSK6,-0.013529019
TSPO,-0.013538235
ST3GAL3,-0.013550468
INAFM1,-0.013583334
ABCD3,-0.013588081
NUBPL,-0.01361163
CRISPLD2,-0.013629391
CXCL16,-0.013634371
RNGTT,-0.013645758
COMMD3,-0.01366008
UPF3A,-0.013720824
TMEM134,-0.013726653
PARK2,-0.013745562
UBE2J1,-0.013755165
RNF214,-0.013783122
C16orf87,-0.013805574
GMIP,-0.013807448
MTCL1,-0.013808995
GPR146,-0.013824973
NOL11,-0.013826555
ALOX15,-0.01383589
CALHM2,-0.013840666
PTK2B,-0.013846285
CSF1,-0.013858747
ABCC2,-0.013863229
VSIG4,-0.013897163
TMEM185A,-0.013918969
PILRA,-0.013934062
RGS10,-0.013975544
STK11IP,-0.013990066
METTL15,-0.013992992
FAM216A,-0.014014381
NOB1,-0.014025933
RBM3,-0.014029675
STOML2,-0.014086266
NSUN7,-0.014086782
CPSF3L,-0.014108085
NKAP,-0.01411054
PIP5K1B,-0.014111745
CRLF3,-0.014117246
SDHAP3,-0.014117411
C9orf91,-0.014165153
KLC4,-0.014166119
ZNF525,-0.014170954
CARKD,-0.014172885
NDUFAF6,-0.014177528
ABHD14A,-0.014189376
PTPRM,-0.014215754
TCN2,-0.014289783
RBM12,-0.014298175
HDAC5,-0.014315486
TFCP2L1,-0.014318575
PDXDC2P,-0.014354932
FXYD6,-0.014387216
GTF2F2,-0.014388044
OAZ1,-0.014393101
CYB561,-0.014397035
HNRNPUL2,-0.014401767
UBAP2,-0.014408631
IL17RE,-0.014426513
KIAA1614,-0.014433718
IFT80,-0.014495869
AFF2,-0.014502972
MKRN1,-0.014503529
RBM4,-0.014504222
CSNK1D,-0.014506509
IRF3,-0.014511714
ZNF584,-0.014522931
ZDHHC5,-0.014526879
DHX34,-0.014527702
NUP35,-0.014540288
NSL1,-0.014591117
FANCG,-0.014595791
RAB11B,-0.014627153
PPP2R3A,-0.014713223
YIF1A,-0.014778933
TBP,-0.01478486
